"SB21A","C00485110","SB21A.5377","","","IND","","Torres","Jonathan","","","","PO Box 1809","","Tamap","FL","33601","","","20120229","2394.58","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5379","","","IND","","Torres","Jonathan","","","","PO Box 1809","","Tamap","FL","33601","","","20120315","2394.59","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5381","","","IND","","Torres","Jonathan","","","","PO Box 1809","","Tamap","FL","33601","","","20120330","2394.59","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5185","","","IND","","Tsokos","Alexis","C.","","","PO Box 1809","","Tampa","FL","33601","","","20120113","1012.04","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5186","","","IND","","Tsokos","Alexis","C.","","","PO Box 1809","","Tampa","FL","33601","","","20120131","1012.04","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5187","","","IND","","Tsokos","Alexis","C.","","","PO Box 1809","","Tampa","FL","33601","","","20120215","1012.04","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5188","","","IND","","Tsokos","Alexis","C.","","","PO Box 1809","","Tampa","FL","33601","","","20120229","1012.04","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5190","","","IND","","Tsokos","Alexis","C.","","","PO Box 1809","","Tampa","FL","33601","","","20120315","1094.69","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5191","","","IND","","Tsokos","Alexis","C.","","","PO Box 1809","","Tampa","FL","33601","","","20120330","1094.68","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5451","","","ORG","United Healthcare","","","","","","Dept. CH 10151","","Palatine","IL","60055","","","20120124","9828.15","","Insurance","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5452","","","ORG","United Healthcare","","","","","","Dept. CH 10151","","Palatine","IL","60055","","","20120215","11254.25","","Insurance","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5453","","","ORG","United Healthcare","","","","","","Dept. CH 10151","","Palatine","IL","60055","","","20120314","11188.91","","Insurance","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5068","","","ORG","University Club of Tampa","","","","","","201 N Franklin St.","Ste. 3800","Tampa","FL","33602","","","20120215","112.00","","Meeting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5069","","","ORG","University Club of Tampa","","","","","","201 N Franklin St.","Ste. 3800","Tampa","FL","33602","","","20120315","146.11","","Meeting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5454","","","ORG","Vente Networks","","","","","","8320 Old Courthouse Rd","","Vienna","VA","22182","","","20120302","50000.00","","Social Media Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5143","","","IND","","Walker","Darrel","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","2225.46","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5145","","","IND","","Walker","Darrel","","","","PO Box 1809","","Tampa","FL","33601","","","20120229","3379.62","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5146","","","IND","","Walker","Darrel","","","","PO Box 1809","","Tampa","FL","33601","","","20120315","3379.62","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5147","","","IND","","Walker","Darrel","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","3379.62","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5109","","","IND","","Welden","Anne-Allen","","","","PO Box 1809","","Tampa","FL","33601","","","20120113","1047.18","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5111","","","IND","","Welden","Anne-Allen","","","","PO Box 1809","","Tampa","FL","33601","","","20120131","1047.19","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5112","","","IND","","Welden","Anne-Allen","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","1047.18","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5113","","","IND","","Welden","Anne-Allen","","","","PO Box 1809","","Tampa","FL","33601","","","20120229","1047.19","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5114","","","IND","","Welden","Anne-Allen","","","","PO Box 1809","","Tampa","FL","33601","","","20120315","1047.18","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5115","","","IND","","Welden","Anne-Allen","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","1047.19","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5119","","","IND","","Wiles","Caroline","S","","","PO Box 1809","","Tampa","FL","33601","","","20120215","1623.09","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5122","","","IND","","Wiles","Caroline","S","","","PO Box 1809","","Tampa","FL","33601","","","20120229","2408.44","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5123","","","IND","","Wiles","Caroline","S","","","PO Box 1809","","Tampa","FL","33601","","","20120315","2408.43","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5124","","","IND","","Wiles","Caroline","S","","","PO Box 1809","","Tampa","FL","33601","","","20120330","2408.44","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5464","","","ORG","Yuma Solutions","","","","","","PO BOX 152075","","TAMPA","FL","33684","","","20120215","11372.70","","IT Support Services","","","","","","","","","","","","","","","","","","","","",""
